feature_1,feature_2,feature_3,feature_4,feature_5,category
34307,84593,94864,37660,40557,alpha
87101,46583,16523,6703,62860,alpha
92105,52389,38008,12019,28886,beta
50158,84684,4209,17886,82812,alpha
62950,88331,24278,29022,55002,alpha
90224,13772,20994,33927,82685,gamma
3229,71466,42381,49168,44404,alpha
10950,71677,83879,9921,89556,gamma
72583,36325,62711,11397,52113,gamma
21734,14657,73720,55739,17019,gamma
31106,36102,9902,68637,52770,alpha
30010,73717,47568,82365,68526,beta
80656,24372,16288,29502,33404,beta
74301,5218,59142,77938,35558,beta
25270,51428,30163,8357,28157,gamma
56358,86428,97101,39580,2918,alpha
32485,38326,31950,1083,70121,beta
49345,20483,70163,77746,5353,alpha
15557,45622,83501,89134,41557,gamma
80971,37189,37773,53206,32211,gamma
28036,35615,90489,3929,23792,alpha
45737,61427,81758,49555,6956,gamma
73640,241,97517,91273,95092,alpha
72169,96641,66487,53903,50220,gamma
18350,28840,55595,81789,89926,beta
89785,85458,92372,10520,83442,beta
37312,59368,49998,36277,13631,beta
75966,87566,11844,38608,63452,alpha
86917,12444,54169,95991,90474,alpha
7808,90575,16796,85902,33581,gamma
92351,34212,73527,80969,2704,gamma
61134,13937,97752,6072,55061,alpha
98438,66120,92597,14007,86792,gamma
23601,30790,46392,54580,16362,gamma
13730,25712,84144,31527,81586,alpha
49571,24737,25956,57012,52092,beta
5792,38757,76623,7413,6385,beta
9063,45377,617,2357,19196,beta
5316,93479,31567,63423,64621,gamma
78473,58321,74876,81970,7898,gamma
25472,69400,2529,37397,57891,gamma
81690,2285,95646,16860,89907,gamma
79706,85327,17543,69693,18374,beta
51234,36348,7125,59860,60185,gamma
58351,11079,65855,43773,54854,beta
1667,93288,30223,9067,69900,gamma
2737,16706,77215,514,93535,beta
5214,16933,88258,4589,9400,beta
4662,56218,80399,47491,73521,gamma
87270,51501,18042,36265,28575,gamma
8263,36141,99161,14587,35019,gamma
37830,69412,36310,15361,32706,beta
83134,26250,56571,95889,86192,beta
99031,25299,24717,28565,32661,gamma
985,38516,11856,67983,86310,alpha
78813,81949,29410,8468,19114,alpha
49372,23774,70888,85607,58770,gamma
76307,89518,21055,3987,53073,alpha
76792,34151,19782,75032,857,gamma
31593,29514,80800,1256,8124,gamma
93566,79292,92645,19917,15950,gamma
19231,14059,73024,35324,64206,alpha
74141,29553,37346,48129,37679,alpha
62725,35394,11735,35397,27425,alpha
95874,23414,89380,4277,22869,beta
69349,92949,68975,82428,99713,beta
46725,50853,49987,99973,37409,alpha
7006,11496,92979,44515,68600,beta
42815,26938,68647,86593,19977,beta
3409,71837,61088,53315,45571,alpha
12387,95256,40462,56777,62085,alpha
580,60491,49322,91098,64946,gamma
88974,461,5257,16407,55670,beta
79657,24147,63736,85057,5837,alpha
25073,10664,41156,38456,12179,gamma
94063,32533,76999,36999,93903,beta
15132,76254,1701,69224,29662,gamma
55449,68462,53944,73522,51960,gamma
43593,84009,8162,71956,53274,gamma
42063,99390,18610,59915,39319,alpha
63048,69802,75356,57129,24650,alpha
35805,32709,98586,48701,30066,beta
91849,52749,33750,9217,12612,gamma
47464,41319,82240,41925,16832,beta
49605,5562,76447,55205,31982,beta
80845,56988,64068,80813,86400,alpha
15454,56703,69509,65827,81983,gamma
78048,63322,8521,93338,35968,gamma
86609,38861,7896,60703,41601,beta
61155,27791,95952,49715,29977,beta
70144,12951,90651,82149,24361,beta
49585,13450,84541,69731,76110,alpha
75785,3401,8240,4508,26379,gamma
67698,82597,14646,29772,54732,alpha
15951,82515,145,11583,43494,beta
78030,66688,40388,56267,34443,beta
25743,29224,99824,13973,18162,beta
30046,41520,92985,42229,15732,alpha
27397,63599,22914,52057,33573,gamma
48799,25368,18309,3186,25326,beta
69579,46881,79803,24012,80518,beta
4835,30298,57401,97887,45090,gamma
63052,42193,57618,94024,83594,gamma
86579,30904,46667,50073,20149,alpha
66908,50960,40966,77970,46410,beta
53929,55687,487,90471,55759,gamma
64461,86242,27303,27521,84965,gamma
49731,7983,6404,43474,2664,alpha
3042,32671,35816,90174,28215,beta
59120,51466,60937,88784,77602,alpha
14878,1139,42440,73371,94617,gamma
26549,63485,15371,11811,83418,beta
36081,52970,4089,71567,66265,gamma
21572,84960,92597,136,8783,beta
96811,17421,29386,3124,71016,beta
87651,28927,85685,73218,27766,beta
32147,47349,48606,67125,99310,gamma
23167,48734,71210,65937,77505,gamma
72559,55373,56037,84824,39640,beta
63783,65693,99094,40881,78231,gamma
80800,5192,90745,78679,63377,beta
43372,90598,29532,26732,10034,gamma
37485,32218,82299,1164,54797,gamma
2926,7391,58334,18457,35898,beta
71399,26611,74343,10132,32908,beta
64143,85055,80793,33438,85098,gamma
57365,99690,45407,20651,85343,alpha
46617,42974,40696,13504,77960,alpha
99553,59825,84871,74318,72267,beta
64941,52411,35986,60783,52089,alpha
61710,88401,62188,62251,72822,alpha
24742,42089,42293,23036,50095,gamma
78152,95516,11293,53060,8527,gamma
55646,70105,69466,96541,46759,gamma
60703,69404,80099,72616,2399,gamma
70794,49767,52395,23772,17569,alpha
33998,16086,8737,47131,23227,alpha
49717,15898,11949,25557,36999,beta
27676,89080,99602,64543,50560,gamma
65346,66361,71032,40497,62982,alpha
7001,28378,25746,49593,54379,beta
86042,31780,81997,63495,92416,gamma
3557,75745,76230,7381,62723,gamma
14272,927,34153,1000,63230,gamma
56849,96133,54970,40893,35022,alpha
127,28555,89052,92461,89751,beta
10790,18781,712,53889,92745,beta
65802,8182,45254,54838,19351,gamma
93637,51958,52231,50280,26840,alpha
37809,72644,25855,10776,72195,alpha
84486,49002,4395,14101,85975,alpha
40761,47120,75911,5048,90446,beta
83497,69033,76021,95271,76487,gamma
13531,12948,28266,14659,34466,alpha
85075,50696,78207,6638,31773,alpha
61357,4669,33204,63408,19456,gamma
24268,87441,25348,58489,83067,alpha
75265,36069,51106,21200,58376,alpha
77662,59718,13071,3741,26375,alpha
88494,59223,93966,27660,59150,beta
55924,48426,91849,55456,64923,alpha
39130,64980,69390,34746,83078,alpha
2077,14861,56655,28469,92567,alpha
15762,30839,5779,46903,17035,alpha
6701,45624,8027,68529,36882,alpha
32908,58327,12311,80730,19049,beta
4562,51698,95782,34329,79694,gamma
9335,95947,38224,34116,28139,beta
81624,41014,24633,744,8459,gamma
18854,53109,30550,80311,94463,alpha
27966,91662,15441,59841,29976,beta
36145,51943,16004,35967,18876,beta
23676,5228,36249,48505,21232,beta
80946,69206,49282,35335,91257,alpha
71392,28089,27819,1585,59841,alpha
3120,51602,9793,59047,28099,gamma
69263,6118,33790,69863,97891,gamma
4619,35067,14692,57294,93082,beta
17796,19976,69910,96214,49542,alpha
87505,76980,87606,50642,43007,alpha
42750,33693,84333,946,90221,beta
65874,8532,25224,73374,87133,gamma
2394,59476,52956,39091,30562,beta
6585,41680,95842,50548,82448,alpha
81459,91658,85990,15902,62396,gamma
21623,4856,65068,93598,48895,alpha
30313,38461,82021,74299,3306,alpha
16258,33066,11193,84360,61024,alpha
47074,90105,84438,30440,36074,gamma
48954,8596,57066,39676,78691,beta
1602,69573,62755,24938,66797,gamma
39532,80638,74913,25989,13226,beta
71554,18562,87203,40243,65874,gamma
87247,84169,73376,45184,8519,beta
91435,69025,88740,51338,33276,beta
55562,57831,37745,14755,73779,gamma
61036,81084,23651,4846,72499,gamma
85091,51932,80997,48163,35636,gamma
29187,89761,15018,7993,1716,alpha
86612,69821,85849,60735,78217,alpha
6328,52682,47168,53209,83469,alpha
93012,61415,65643,6402,21460,alpha
90372,76201,1713,10215,41423,gamma
53566,14977,83014,55939,45371,beta
50981,32999,14727,98523,47928,gamma
29491,77154,26697,75131,3821,alpha
54973,95074,2124,62864,56635,gamma
39442,16946,48922,30794,28302,alpha
43523,78354,63741,8511,79516,gamma
84868,86299,22687,85864,64524,gamma
36890,69046,26257,75613,50080,beta
48877,88873,77024,12848,52689,alpha
76989,36564,15356,61548,51052,beta
74513,15519,75685,63968,12859,gamma
9807,72695,60520,6298,62364,alpha
96455,84997,26473,82946,59510,gamma
48486,43782,87879,36313,34206,alpha
23205,19232,12752,22824,49911,beta
5284,58836,2651,96709,15203,alpha
92100,64866,82999,46920,83829,alpha
91042,23945,60148,39580,9462,beta
65397,62127,68933,20821,53366,alpha
13258,34363,57629,36527,42467,alpha
75270,81612,55886,73795,82594,gamma
40305,17732,26615,52732,40268,alpha
85856,18259,42482,33518,2887,beta
21264,96452,1982,68287,66526,beta
60149,26810,96193,14937,19206,gamma
95693,32214,23704,15950,77539,beta
14567,83221,14090,4220,63603,alpha
16503,57176,4503,91454,58757,beta
85134,28595,13005,64088,57220,gamma
45432,35680,33716,53487,94880,alpha
80532,78174,36362,91609,80544,alpha
46840,59980,54493,89448,40416,alpha
80406,29449,19717,74977,61989,alpha
57949,81248,45421,47359,47508,gamma
31359,99526,23913,9137,43141,beta
94467,29342,98161,67784,56128,alpha
12005,27724,64058,50781,19540,beta
76794,25544,79596,62285,21087,alpha
46499,39451,77647,67275,3359,alpha
68275,56080,9,41457,4266,beta
52279,16348,22905,90084,47678,beta
89898,59911,56748,89429,37344,gamma
7751,43654,52958,90432,56561,beta
10340,94640,30647,13627,47234,beta
47963,65522,52565,57973,18427,gamma
2948,23648,95216,40852,57018,beta
93346,7799,98426,10911,4792,alpha
76823,61427,6204,22102,23009,gamma
41377,63104,42840,3325,17376,beta
86430,32623,5708,86013,24820,gamma
6428,28372,64724,8242,10337,alpha
80771,46726,66299,45484,96638,alpha
35298,79889,17250,21504,37423,beta
73785,98598,94719,63626,15172,alpha
44726,26914,13338,57665,91760,beta
19253,84208,20462,39253,97362,beta
19589,8808,11356,97918,60388,gamma
96168,3620,41906,34460,45095,alpha
820,24218,50627,28138,29611,gamma
54041,60487,38893,57196,4342,beta
56236,40355,40101,36086,5509,gamma
72827,51001,38396,86047,26807,gamma
66185,14825,66520,1585,56269,gamma
95524,69563,73720,37539,99779,beta
14202,1733,88821,33491,89837,gamma
17690,22693,75835,54342,77654,alpha
29263,84800,58270,84139,39442,alpha
23198,6627,82394,25078,93773,beta
25187,9884,47978,12695,8733,alpha
97825,12983,41313,80710,61288,alpha
74985,58463,80290,30401,68216,beta
88248,22013,97957,15193,52212,alpha
21007,16356,8292,99366,56071,alpha
7479,90239,586,44743,53180,gamma
43289,1795,24266,50017,82122,alpha
66497,96390,76682,51696,3035,gamma
16447,61796,69330,48245,60795,beta
13343,12524,45850,63191,69168,alpha
10198,95627,57225,49381,14057,beta
70470,86506,71437,3345,69540,alpha
12692,66832,2125,61093,1074,beta
30463,98060,14087,62214,71601,beta
95527,39661,66528,41985,38288,beta
53612,6556,77305,78079,94346,alpha
12895,92625,85678,43062,10338,beta
1267,66358,1520,79754,5642,alpha
34589,94064,45575,22534,11466,gamma
12745,68306,10405,70151,30212,beta
15889,13747,57756,96068,90577,beta
65579,20400,52268,35382,92847,gamma
61094,70364,90973,93245,4248,beta
55542,67885,65130,15584,65288,alpha
86467,1441,72901,9400,80140,alpha
43535,9138,75583,70461,11018,beta
52236,965,6605,671,99003,alpha
47635,55784,44828,77285,90229,beta
2443,19627,59229,86874,83671,beta
17692,58959,18115,36594,95587,alpha
52243,4544,13526,37627,51095,gamma
20343,31496,68619,34080,47874,alpha
90798,514,24260,84566,43182,beta
3190,12728,11832,84021,2253,beta
32358,8724,48987,85453,31522,beta
80038,59566,8641,35094,51875,gamma
47872,92428,30819,23115,58610,gamma
72789,21563,21045,6692,79767,gamma
38981,77763,30387,54951,63270,gamma
98849,73812,23836,99545,69672,gamma
27674,20197,74956,1084,35415,beta
11281,88139,37952,68197,57244,gamma
23629,95737,24483,41194,48911,beta
165,29515,67722,57940,5138,gamma
82594,5,18005,76662,47191,gamma
86137,63388,37590,69403,7378,alpha
74540,79749,24276,73240,22055,alpha
29885,20658,28139,17238,22274,beta
57830,58471,25291,94371,59410,alpha
25473,32148,66125,60818,1478,gamma
22360,67057,27492,97764,20102,beta
77206,80580,17556,56023,30521,gamma
46211,91886,31615,19723,18775,beta
87206,70314,83840,33243,84481,gamma
96277,91568,75944,82348,30196,alpha
76198,47676,27570,41692,34455,gamma
41110,65699,46896,45947,30586,alpha
9728,48130,8497,18096,17554,beta
97669,91058,63299,40021,41143,gamma
58717,29965,6123,30292,58880,beta
43905,25426,50113,24797,18566,alpha
14232,21063,41019,85682,34827,beta
41167,76547,7872,95641,23648,alpha
27675,82534,12901,21002,47210,alpha
94733,1692,44217,68,99166,alpha
18966,27514,2175,2158,51963,gamma
58189,15874,3247,6654,43840,gamma
88436,57044,59963,49595,66632,alpha
53149,46333,66536,14855,30907,gamma
92185,22323,50026,9407,94517,beta
55588,65603,51487,84725,80378,gamma
76810,4858,72388,78026,65309,gamma
42188,25528,56728,88277,35355,gamma
10333,98255,25920,24658,74279,beta
56176,9369,62354,52340,81353,beta
94996,46959,61280,50750,65066,beta
24128,72829,82216,8148,62612,alpha
97442,36563,8809,56162,83190,alpha
37589,26785,7209,42469,5933,alpha
87034,31132,65875,4377,19358,beta
14788,47333,76456,17475,96990,gamma
1957,66938,98618,68389,72,gamma
70115,76705,38168,51667,4378,beta
43745,81645,35410,3381,75257,alpha
64107,86904,42809,69979,28648,beta
43157,78310,64874,76067,48912,gamma
43804,51404,31588,71013,58221,beta
1154,26734,83300,4431,41304,beta
52817,74762,17026,27556,50359,beta
58910,74071,35324,44846,57787,alpha
34648,93616,65687,34615,61214,beta
60444,27729,22346,14427,12779,gamma
79937,88708,93320,28964,4949,alpha
63679,33812,42993,52054,21738,beta
97378,48098,45033,37094,11030,beta
56133,69452,78126,72811,60016,gamma
56174,19000,94498,59821,62337,beta
7658,88989,26246,67877,21329,alpha
28959,72226,40722,66955,35314,gamma
84555,97857,4684,31951,86483,alpha
23490,18410,48498,66696,8191,beta
16583,86336,85809,89814,67319,alpha
69006,59583,39121,67808,31163,alpha
92155,26670,44049,84532,76652,beta
51959,41388,5228,39839,70735,alpha
15006,8122,21308,80410,54867,gamma
77170,87669,26828,57894,32068,beta
293,33888,66195,664,34834,beta
14677,89379,8701,50966,34030,alpha
90389,56062,16204,93418,88602,gamma
69187,72987,79370,44062,77570,beta
86870,40212,81476,57333,81037,alpha
78915,16466,38443,25373,63158,beta
3046,62089,73278,57880,99735,alpha
71776,85668,37548,88845,46758,alpha
47555,7575,47570,554,3726,beta
85319,17790,47578,43195,70363,gamma
4721,27102,6665,34288,6089,beta
17841,33985,93115,13534,84327,alpha
67785,97398,97649,97212,29206,gamma
55967,76057,56121,85147,56851,gamma
67254,85636,44898,91441,24969,beta
70920,35712,73467,97594,58639,beta
78529,22758,75464,57865,44698,alpha
32566,8483,90830,60342,50206,gamma
42793,6283,40110,4475,14620,alpha
53810,54927,6161,38903,80180,gamma
94110,49588,53471,46806,99982,gamma
28567,93012,14906,85824,44052,beta
90509,52049,70841,58140,9058,gamma
36184,82626,72256,29976,77574,alpha
97420,50807,62055,56785,57454,beta
49130,39530,10771,19305,87152,gamma
23560,50820,55835,29209,9669,alpha
38486,71545,30341,46042,30620,gamma
69563,79592,55498,84745,2790,beta
32444,85773,89042,32482,34906,alpha
88468,22838,91061,94204,62372,gamma
16173,71677,29230,58976,29709,alpha
32624,24639,92198,32891,62433,alpha
35256,43477,79645,67169,77831,gamma
89100,75324,3255,5480,29960,gamma
78550,87848,85134,98770,11008,gamma
31165,39301,49408,1170,46913,beta
40277,19315,68039,95745,88101,beta
70081,49537,25551,35799,20292,alpha
7982,63709,12159,87840,45773,beta
58750,489,9749,25042,35391,beta
744,42474,16697,17689,79010,gamma
66561,4675,21041,89683,28090,beta
88728,27412,24902,46905,85931,beta
55225,26598,36848,95628,10511,beta
70367,90931,16201,98537,4311,alpha
85537,91857,43736,33318,94670,beta
84611,86804,49183,20184,33537,gamma
78664,93217,87759,60974,14870,beta
51500,57308,29010,22130,97782,alpha
60670,60163,46425,56639,34992,alpha
76349,52820,1927,66337,19261,alpha
33350,17160,28298,7633,63430,alpha
1601,52271,15134,59559,10587,beta
91219,995,31365,83329,41070,alpha
93117,85189,61326,80321,77925,alpha
26478,45343,70269,98275,11203,beta
5392,64435,81870,94708,93094,gamma
6475,97030,55038,39875,77870,gamma
92535,96769,69814,57055,70880,alpha
4862,82362,18561,85901,52846,beta
86929,50683,90019,86898,12392,alpha
6759,66614,39219,18083,89231,gamma
7768,67496,77533,84265,75541,beta
12507,12651,25862,92910,94473,beta
74401,95383,85131,96174,14407,alpha
41768,29649,43230,41578,18963,gamma
37779,10352,8261,12610,96541,alpha
83479,61494,23727,86704,56766,gamma
77980,77980,28796,95977,104,alpha
13222,2208,2631,8041,57868,alpha
23543,79215,3466,98903,52640,beta
93881,17136,83753,45048,30129,beta
86297,10811,43262,68491,94594,alpha
54929,93287,23729,17629,55910,beta
75113,35042,8944,18248,70765,alpha
42760,7465,42678,40232,45297,beta
27711,90288,4307,91984,79983,gamma
46411,2433,46622,86990,30780,beta
17575,6516,37524,82291,26956,gamma
89136,53106,53609,16513,6675,beta
32914,6012,10328,3056,95901,gamma
15646,36054,41328,88450,21362,gamma
25045,64650,91906,36780,314,alpha
92215,88432,20199,61494,41882,beta
96128,42182,62163,48561,23811,beta
16717,50153,2088,98566,81824,alpha
10427,4000,67693,41883,9616,alpha
26287,2014,3467,50393,9970,gamma
93698,62145,43855,19635,48843,gamma
17724,83070,72845,60028,46157,alpha
44273,41476,97086,18490,74553,beta
51380,92795,36557,74283,90726,beta
62063,5191,19401,74650,63594,alpha
8454,87156,4036,19775,90911,alpha
51615,17629,78645,12560,82698,gamma
75800,64509,17836,49956,62971,beta
84195,46935,26095,72873,67410,gamma
81651,66113,82641,10241,9332,alpha
62089,6688,68,109,34408,beta
70370,82455,49617,93643,92743,alpha
12318,76313,74320,24252,3036,gamma
2650,72935,31278,75890,60330,alpha
75757,50187,88333,85764,2142,beta
59509,1055,58328,32007,42992,beta
61036,56469,80194,67306,31198,gamma
68910,97317,46880,42475,28492,alpha
71728,50867,25148,50912,46769,alpha
71481,43740,36041,26287,57548,alpha
96718,29737,11121,97032,7859,beta
17387,46610,80037,93755,18375,alpha
97883,30397,71033,7889,15457,alpha
50159,20029,18611,95057,84475,beta
50616,10478,53819,18706,85537,beta
37169,77626,10710,88438,80548,gamma
39367,96446,90688,83622,84538,alpha
1514,44246,34648,15676,20576,alpha
22629,23194,23303,35391,54166,gamma
84519,42137,702,15474,55750,beta
8434,32947,21633,40617,32384,beta
91349,79056,40636,20484,7382,beta
31321,80932,26436,20659,2277,beta
19080,49677,67679,10674,70633,gamma
57327,55228,35907,81346,1003,beta
87593,51108,96112,23510,93243,alpha
84934,15745,41347,457,35251,gamma
70351,26252,53394,19858,43051,beta
37529,83687,14740,8174,78759,alpha
46350,73334,23909,11373,18745,alpha
15618,65388,56624,77191,47676,beta
83192,80851,63874,73557,17151,beta
62629,92389,86715,52406,92956,alpha
62603,12493,50285,88849,15467,beta
40542,97484,38336,50741,25170,alpha
61240,21308,78809,34263,96951,beta
1347,95900,24801,36217,14455,gamma
63928,13775,86084,71120,7128,beta
45755,12500,88318,16580,35917,alpha
28701,88409,1815,67811,72162,beta
82708,76676,51419,15185,40014,gamma
94141,17528,8310,60318,62887,gamma
92749,19972,72649,25189,21456,gamma
1712,41308,57263,99220,8622,alpha
8181,17260,45441,48445,82958,beta
87499,96696,61148,38111,3290,gamma
43199,30138,85964,89769,17525,gamma
3434,16171,68980,67876,56373,gamma
88478,43089,99379,62137,42313,alpha
26079,33424,62336,67908,85753,gamma
69314,82140,62330,67741,10823,alpha
40290,98434,53064,55904,15107,alpha
72285,83342,17733,89321,8226,gamma
62284,70524,21852,825,90553,beta
30122,37292,20164,83652,59450,alpha
87857,97177,95577,93616,10498,alpha
